109.781273	110.104696	167.693298
110.225706	110.674024	160.669846
110.686028	111.028559	168.243210
111.105016	111.500351	159.938782
112.300997	112.427619	159.855484
112.437452	112.577930	167.601807
112.587723	113.042798	167.318024
113.450690	113.780272	153.428482
114.699371	115.008173	152.256531
115.048200	115.238911	132.443680
115.249001	115.544910	151.002243
115.563999	115.821089	134.207489
116.143953	116.405699	137.262711
117.005557	117.179529	150.569733
117.190726	117.387886	148.621170
117.396874	117.563067	153.963623
117.607478	117.800067	169.964722
117.812616	117.994272	167.511047
118.009445	118.206117	158.952408
118.215842	118.406188	152.304718
118.415399	118.572029	160.763336
118.585012	118.838315	165.957565
118.856555	119.563712	163.248901
120.259660	120.913175	151.436508
122.096861	122.276888	133.008423
122.285325	122.488523	148.000076
122.499741	122.673206	138.347839
122.683411	122.881804	132.698410
124.694480	124.906730	147.113678
124.908881	125.090106	139.648071
125.095567	125.297066	132.495102
125.312776	125.624537	145.405746
125.641375	126.117875	151.490387
126.764362	126.912960	135.977921
126.933409	127.143373	151.109634
127.152102	127.321888	160.987518
127.585781	127.987541	159.859039
128.946365	129.170852	132.695908
129.293771	129.486790	171.535248
129.486790	129.669435	167.044128
129.674577	129.848533	152.208939
129.855641	130.108479	166.538361
130.151506	130.686786	160.634048
131.677121	131.938962	167.077591
132.286918	132.659067	168.687012
134.003559	134.284293	157.177536
134.322511	134.522283	166.229401
134.657835	134.934319	160.503586
136.363399	136.750682	166.937210
136.974522	137.429024	167.907333
137.445844	137.670854	158.321594
138.756247	139.025072	170.909988
139.040943	139.341215	170.387222
139.371626	139.797850	171.483826
139.807702	139.993161	168.905289
142.381438	142.690301	168.880402
142.702979	142.937584	171.480164
142.948646	143.226521	167.415848
143.248726	143.526962	160.126877
143.532448	143.937521	160.515182
144.048519	144.676440	166.574188
144.725049	145.363259	153.101669
147.116314	147.409652	168.229462
147.425949	147.656987	172.713455
147.705463	147.997156	166.576019
148.014087	148.252622	159.195038
148.305189	148.871474	161.537384
148.918300	149.286501	179.490463
149.420495	149.729320	167.205994
149.996999	150.431801	160.291534
151.940333	152.225706	133.696411
152.238250	152.534875	140.393631
152.548985	153.061190	151.617096
153.089568	153.687445	160.327927
153.710093	154.437735	167.560135
156.052947	156.335593	134.476166
156.350525	156.641588	134.383759
156.689911	156.982439	133.948608
156.993745	157.238292	140.089478
157.250223	157.694338	152.410919
157.785454	158.306034	162.184875
158.380072	158.921462	151.816406
161.309852	161.628292	168.520248
161.640588	161.907307	170.979431
161.910277	162.201684	167.886139
162.545050	163.055932	160.704865
163.074534	163.559181	151.421494
166.059159	166.350171	168.302261
166.365337	166.637070	171.350540
166.652271	166.876761	168.446030
166.927599	167.214990	159.914459
167.229923	167.721594	159.812012
167.773353	168.333568	180.357452
168.361062	168.590071	165.980682
168.724484	169.408727	161.634766
170.137160	170.434562	133.874939
170.446492	170.709810	135.178986
170.739344	171.035136	133.882385
171.383020	171.800603	153.929153
171.951023	172.357196	159.913971
172.541747	172.958957	171.076797
173.102248	173.669236	160.714645
175.508095	175.783122	132.925629
175.792724	176.078131	137.577103
176.093380	176.583669	151.138367
176.610663	178.004445	160.404556
178.045564	180.342703	167.737076
180.470320	181.048684	152.286148
184.456605	184.908689	186.855057
184.959448	185.266184	171.129578
185.274630	185.603231	162.930481
185.636389	185.867570	155.988281
185.879245	186.592655	179.490479
186.608961	187.030001	167.987595
187.050428	187.735861	168.982590
188.863311	189.152207	135.346420
189.160640	189.460364	134.116852
189.487392	189.768857	131.073807
189.785785	190.092042	139.389267
190.134646	190.622344	150.997833
190.729513	191.173196	159.668152
191.353967	191.942601	168.046265
194.438875	194.731764	133.661057
194.739468	195.063186	140.517868
195.073555	195.674216	152.417953
199.066706	199.267390	157.181290
