6.916276	7.249827	186.937744
7.261414	7.522827	160.778870
8.182426	8.473917	167.108536
8.488397	8.780778	151.903992
8.793730	9.082653	152.294373
9.105387	9.485207	151.815292
9.728595	10.039447	129.056290
10.067558	10.300745	121.821716
11.881259	12.217155	189.032562
12.231272	12.453343	160.879608
12.465260	12.785870	159.602158
12.796089	13.097105	159.765533
13.103401	13.391056	167.399475
13.403840	13.727555	153.206314
13.739217	14.005384	133.840866
14.019361	14.373712	148.374420
14.387315	14.596404	133.715958
14.613166	14.865259	126.182632
15.603358	15.885634	133.632263
15.899167	16.095868	133.649506
18.724007	18.987618	133.893478
19.003737	19.302002	132.150284
19.330167	19.585770	132.671036
21.592829	21.750487	150.750015
21.761955	21.930954	151.457626
21.941312	22.193812	151.566254
22.300523	22.549819	149.653107
22.584071	22.941186	167.386841
24.276406	24.448642	149.800568
24.449299	24.597991	151.889908
24.604931	24.782893	149.928589
24.795977	25.014674	171.186295
25.030623	25.203959	167.158997
25.220659	25.431800	159.047806
25.459074	25.889665	160.667572
26.333485	26.544502	184.337097
26.962364	27.192774	159.970673
27.204168	27.528577	159.921265
27.550933	27.832804	167.065018
28.136600	28.409583	133.504623
28.424152	28.702427	150.680206
28.716814	29.075019	134.260010
29.083350	29.308955	132.862335
29.317006	30.178530	152.347839
30.215378	30.499402	134.572266
31.062937	31.320708	187.370300
31.688311	31.839241	161.182755
31.960372	32.286070	160.104736
32.307367	32.600169	168.191315
32.611731	32.865245	149.437012
32.870582	33.132533	141.002716
33.157354	33.421080	150.018402
33.440300	33.640820	137.248062
34.071409	34.848362	152.024689
35.845080	36.142604	158.700912
36.166687	36.423048	159.955750
36.437892	36.667106	161.109863
36.719774	37.026220	159.633575
37.034913	37.280874	159.539215
37.337363	37.626520	160.527405
37.635346	37.893452	159.885071
37.922092	38.210733	160.527039
38.237273	38.502930	150.635193
38.522492	38.779477	134.859406
38.803325	39.637789	151.139511
40.566539	40.813113	134.394958
41.092557	41.271312	133.362732
41.278131	41.462974	132.096054
41.462974	41.675418	165.010147
45.518634	45.618215	142.825348
45.704908	45.880353	130.695068
45.891483	46.090649	131.486465
46.101549	46.302750	148.470093
46.319870	46.485987	137.846619
46.502248	46.699186	132.789581
46.711693	46.901902	145.228683
46.924424	47.403133	141.118820
48.403782	48.613061	145.722519
48.620096	48.758621	139.538727
48.776190	48.986475	132.378387
49.018209	49.225255	147.447128
49.357135	49.761893	150.701614
50.361379	50.535303	133.546844
50.546402	50.700183	133.570969
50.721411	50.929694	147.972900
50.940601	51.120905	158.530716
51.124016	51.355328	151.577988
51.371758	51.885426	160.106552
53.055626	53.307483	171.549500
53.317170	53.453312	165.621872
53.464596	53.642519	150.957123
53.653041	53.912597	166.937180
53.926856	54.497141	160.996796
55.044105	55.206911	140.414032
55.376719	55.670612	168.310776
56.045958	56.416709	167.478271
57.417585	57.725667	133.149094
57.743914	58.038657	159.896835
58.151880	58.328334	166.170074
58.336986	58.936405	160.415222
59.858094	60.033052	140.876556
60.044164	60.220168	167.805679
60.325615	60.482923	166.792465
60.482923	60.638248	159.208679
60.642800	60.988338	167.130417
61.222274	61.439714	184.059692
61.454311	61.649751	180.475311
61.665438	61.830617	167.529114
61.841500	62.029712	173.345612
62.038520	62.192893	164.619003
62.205741	62.398242	161.129990
62.414427	62.576699	166.072861
62.591504	62.776787	159.933762
62.794588	62.899793	154.649643
62.987543	63.166109	158.533905
63.175577	63.342194	159.950180
63.351513	63.592687	167.679825
63.602896	63.888679	151.664124
65.951946	66.288790	165.447159
66.301305	66.542089	171.334305
66.566129	66.893893	166.537201
66.915333	67.172030	160.028107
67.208616	67.630275	160.746078
67.809111	68.389358	152.150085
70.826926	71.145042	165.816269
71.160184	71.354273	170.981201
71.447954	71.724823	166.394119
71.740257	72.017775	160.362427
72.052059	72.546351	160.383026
72.669901	72.984936	179.735352
73.182108	73.691320	167.251389
75.102705	75.347502	128.916733
75.361189	75.669782	131.049149
75.716748	76.014163	132.834946
76.029079	76.319514	139.812958
76.336252	76.851356	152.049728
76.921180	77.411440	160.403900
77.533248	78.090547	167.534698
79.941459	80.216758	133.164810
80.228503	80.544529	132.748917
80.591652	80.874222	133.390503
80.887647	81.188156	140.318222
81.201411	81.623785	152.045471
81.731381	82.261828	161.507843
82.366788	82.791322	151.931747
85.324139	85.618873	167.941269
85.631334	85.899395	172.187454
85.920866	86.348824	167.998322
86.518080	87.021495	161.046082
90.097539	90.416782	166.175720
90.432253	90.698151	170.737778
90.715939	90.980729	165.687378
90.989990	91.262628	159.368591
91.277594	91.736380	160.154053
91.831223	92.357334	179.808273
92.478352	92.812253	167.685181
94.217963	94.525084	133.562378
94.536483	94.805808	132.338089
94.830476	95.127653	133.006287
95.487328	95.895126	151.272720
96.055749	96.466194	160.317459
96.662415	97.057748	170.948105
97.176203	97.741637	161.097122
99.003381	99.269839	133.756210
99.283931	99.590187	134.067078
99.631482	99.910326	133.421326
99.924911	100.220900	140.219406
100.237417	100.607248	152.707916
100.813781	101.319028	161.787064
101.450920	101.683446	151.740051
102.412119	102.709123	186.468826
102.722998	102.955242	160.209610
102.966377	103.263742	160.402512
103.274077	103.574010	159.417389
103.586461	103.904593	166.955307
103.915991	104.187422	160.142700
104.198389	104.464482	152.440430
104.478772	104.793282	170.853226
105.003051	105.289790	167.440155
105.428071	105.857546	159.745560
105.877006	106.238968	167.188385
106.284339	106.772203	133.798035
107.200291	107.500930	188.054703
107.512761	107.822078	160.178223
107.836451	108.116605	159.790909
108.128934	108.419325	160.319412
108.437093	108.719099	166.890442
108.750003	109.025567	159.948730
109.354357	109.767123	171.117386
